Type Heuristic:RWR, Dataset: citeseer
100	0	0.1957432874726384
100	1	0.17573932370752238
100	2	0.137973868486493
100	3	0.110010406491474
100	4	0.08601971510732993
100	5	0.06684578047504704
100	6	0.05113708321632708
100	7	0.03841349032002332
100	8	0.028048118705987436
100	9	0.01960930371493413
100	10	0.012719704652344416
100	11	0.007084294944216681
100	12	0.0024622641871800445
100	13	-0.0013392772639179225
100	14	-0.004475856400448581
100	15	-0.0070726724122861205
100	16	-0.009230592733918326
100	17	-0.011030978041491453
100	18	-0.012539487542716663
100	19	-0.013809189145369858
100	20	-0.005659636849907984
100	0	0.19381164612045718
100	1	0.1728964743140605
100	2	0.13468512356162612
100	3	0.10739704343539175
100	4	0.08387944770207546
100	5	0.06533775171271249
100	6	0.05025494788163426
100	7	0.038196703183131356
100	8	0.02849050094315921
100	9	0.020710229844535022
100	10	0.014460827622607806
100	11	0.009446592292700168
100	12	0.005420065659691476
100	13	0.002187634501736286
100	14	-0.00040810344665943995
100	15	-0.002492105644680559
100	16	-0.004164996330938151
100	17	-0.0055070805007427495
100	18	-0.0065827740186389
100	19	-0.007443529776572491
100	20	0.001092917813903116
100	0	0.18962039343893683
100	1	0.16749114724223366
100	2	0.12902840528516413
100	3	0.10191599168495016
100	4	0.07870558709523448
100	5	0.060548733016738715
100	6	0.04586799373277162
100	7	0.03418823666912568
100	8	0.02482598730152283
100	9	0.0173423699857386
100	10	0.011344746292190996
100	11	0.006537438321490825
100	12	0.0026782662472365046
100	13	-0.0004225406749266017
100	14	-0.002917329314397891
100	15	-0.004926932765603557
100	16	-0.006547953349507052
100	17	-0.007857377506791262
100	18	-0.00891674775066124
100	19	-0.009775234926905015
100	20	-0.0012488123716447158
100	0	0.19401369313765765
100	1	0.1675269584089921
100	2	0.12841701677212367
100	3	0.100716573190249
100	4	0.07727044691249875
100	5	0.05890819113530195
100	6	0.04416645398385265
100	7	0.03245681390110836
100	8	0.02310897651399665
100	9	0.015651398576616293
100	10	0.009690267633395777
100	11	0.004921031783906357
100	12	0.0011002940692258487
100	13	-0.001963999590783805
100	14	-0.0044245647220304855
100	15	-0.006402681506219092
100	16	-0.007994911556426934
100	17	-0.009278185620109241
100	18	-0.01031387240015048
100	19	-0.011150973194247238
100	20	-0.0026052693398943305
100	0	0.18959220629338247
